ts,size,n,m,p,totaltime
1718566880194,8,100,100,100,2199
1718566894848,9,100,100,100,2405
1718566908052,9,100,100,100,2540
1718566921152,9,100,100,100,2337
1718566934188,9,100,100,100,2669
1718566947576,9,100,100,100,2617
1718566962352,9,100,100,100,2141
1718566976456,9,100,100,100,2552
1718566990068,9,100,100,100,2541
1718567003524,9,100,100,100,2497
1718567016724,9,100,100,100,2245
1718567029636,9,100,100,100,2067
1718567042716,9,100,100,100,2093
1718567055520,9,100,100,100,2405
1718567070036,9,100,100,100,2472
1718567083472,9,100,100,100,2126
1718567097628,9,100,100,100,2442
1718567111008,9,100,100,100,2444
1718567124375,9,100,100,100,2395
1718567137340,9,100,100,100,2674
1718567152299,9,100,100,100,2475
1718567166016,9,100,100,100,2475
1718567179296,9,100,100,100,2516
1718567192504,9,100,100,100,2499
1718567206148,9,100,100,100,2328
1718567219180,9,100,100,100,2398
1718567232368,9,100,100,100,2468
1718567246080,9,100,100,100,2491
1718567259928,9,100,100,100,2574
1718567273484,9,100,100,100,2379
1718567286552,9,100,100,100,2486
1718567299860,9,100,100,100,2292
1718567313652,9,100,100,100,2572
1718567327876,9,100,100,100,2189
1718567340908,9,100,100,100,2167
1718567354644,9,100,100,100,2507
1718567368164,9,100,100,100,2542
1718567382064,9,100,100,100,2513
1718567395288,9,100,100,100,2320
1718567408600,9,100,100,100,2594
1718567421980,9,100,100,100,2550
1718567435868,9,100,100,100,2580
1718567449232,9,100,100,100,2486
1718567465144,9,100,100,100,2534
1718567478672,9,100,100,100,2483
1718567493322,9,100,100,100,2432
1718567507736,9,100,100,100,2542
1718567522044,9,100,100,100,2220
1718567535472,9,100,100,100,2323
1718567549524,9,100,100,100,2251
1718567562964,9,100,100,100,2343
1718567576176,9,100,100,100,2517
1718567590452,9,100,100,100,2565
1718567604597,9,100,100,100,2527
1718567618688,9,100,100,100,2549
1718567632248,9,100,100,100,2518
1718567646188,9,100,100,100,2492
1718567660160,9,100,100,100,2577
1718567674152,9,100,100,100,2314
1718567688328,9,100,100,100,2744
1718567703736,9,100,100,100,2414
1718567717556,9,100,100,100,2449
1718567731240,9,100,100,100,2574
1718567745600,9,100,100,100,2477
1718567759356,9,100,100,100,2478
1718567774381,9,100,100,100,2501
1718567787696,9,100,100,100,2167
1718567801404,9,100,100,100,2340
1718567815052,9,100,100,100,2466
1718567829280,9,100,100,100,2200
1718567845340,9,100,100,100,2263
1718567858756,9,100,100,100,2537
1718567872876,9,100,100,100,2608
1718567887132,9,100,100,100,2545
1718567900872,9,100,100,100,2411
1718567914368,9,100,100,100,2267
1718567929032,9,100,100,100,2379
1718567942824,9,100,100,100,2523
1718567956680,9,100,100,100,2205
1718567970200,9,100,100,100,2453
1718567983796,9,100,100,100,2263
1718567997184,9,100,100,100,2519
1718568010924,9,100,100,100,2396
1718568024524,9,100,100,100,2305
1718568037884,9,100,100,100,2525
1718568052100,9,100,100,100,2393
1718568066144,9,100,100,100,2373
1718568081064,9,100,100,100,2400
1718568094420,9,100,100,100,2606
1718568109572,9,100,100,100,2455
1718568123272,9,100,100,100,2567
1718568137908,9,100,100,100,2435
1718568151528,9,100,100,100,2528
1718568165160,9,100,100,100,2425
1718568179076,9,100,100,100,2226
1718568192392,9,100,100,100,2119
1718568205724,9,100,100,100,2268
1718568219616,9,100,100,100,2496
1718568235500,9,100,100,100,2564
1718568249636,9,100,100,100,2230
1718568264548,9,100,100,100,2434
1718568279732,10,100,100,100,2311
1718568293296,10,100,100,100,2345
1718568307540,10,100,100,100,2360
1718568321338,10,100,100,100,2338
1718568335680,10,100,100,100,2376
1718568349572,10,100,100,100,2202
1718568363740,10,100,100,100,2420
1718568377228,10,100,100,100,2418
1718568390664,10,100,100,100,2401
1718568404692,10,100,100,100,2556
1718568418900,10,100,100,100,2262
1718568432856,10,100,100,100,2148
1718568446368,10,100,100,100,2239
1718568460288,10,100,100,100,2247
1718568474233,10,100,100,100,2180
1718568488128,10,100,100,100,2189
1718568501868,10,100,100,100,2303
1718568516296,10,100,100,100,2172
1718568530220,10,100,100,100,2393
1718568544380,10,100,100,100,2299
1718568557940,10,100,100,100,2143
1718568571784,10,100,100,100,2455
1718568586608,10,100,100,100,2362
1718568600684,10,100,100,100,2244
1718568615716,10,100,100,100,2199
1718568629632,10,100,100,100,2209
1718568643191,10,100,100,100,2267
1718568657224,10,100,100,100,2321
1718568670708,10,100,100,100,2136
1718568684128,10,100,100,100,2349
1718568697816,10,100,100,100,2384
1718568712472,10,100,100,100,2302
1718568726512,10,100,100,100,2318
1718568740560,10,100,100,100,2160
1718568755300,10,100,100,100,2244
1718568769708,10,100,100,100,2243
1718568784376,10,100,100,100,2310
1718568799742,10,100,100,100,2140
1718568814384,10,100,100,100,2197
1718568828192,10,100,100,100,2227
1718568841908,10,100,100,100,2260
1718568857284,10,100,100,100,2245
1718568871009,10,100,100,100,2232
1718568885446,10,100,100,100,2320
1718568899460,10,100,100,100,2437
1718568914192,10,100,100,100,2365
1718568928240,10,100,100,100,2313
1718568942288,10,100,100,100,2319
1718568955904,10,100,100,100,2354
1718568971756,10,100,100,100,2262
1718568985860,10,100,100,100,2458
1718569000136,10,100,100,100,2391
1718569014848,10,100,100,100,2338
1718569028900,10,100,100,100,2308
1718569043672,10,100,100,100,2138
1718569057752,10,100,100,100,2232
1718569072328,10,100,100,100,2263
1718569086992,10,100,100,100,2176
1718569100888,10,100,100,100,2205
1718569115212,10,100,100,100,2462
1718569129952,10,100,100,100,2351
1718569143800,10,100,100,100,2233
1718569157928,10,100,100,100,2301
1718569171820,10,100,100,100,2222
1718569186392,10,100,100,100,2169
1718569201116,10,100,100,100,5785
1718569218732,10,100,100,100,2207
1718569232572,10,100,100,100,2180
1718569246304,10,100,100,100,2431
1718569260428,10,100,100,100,2275
1718569274432,10,100,100,100,2239
1718569288896,10,100,100,100,2156
1718569303451,10,100,100,100,2347
1718569318188,10,100,100,100,2492
1718569332724,10,100,100,100,2308
1718569346744,10,100,100,100,2262
1718569360884,10,100,100,100,2206
1718569374604,10,100,100,100,2301
1718569388536,10,100,100,100,2406
1718569402868,10,100,100,100,2273
1718569416968,10,100,100,100,2117
1718569431332,10,100,100,100,2360
1718569446096,10,100,100,100,2138
1718569460628,10,100,100,100,2379
1718569474448,10,100,100,100,2127
1718569489188,10,100,100,100,2221
1718569503536,10,100,100,100,2247
1718569518380,10,100,100,100,2226
1718569532620,10,100,100,100,2349
1718569547208,10,100,100,100,2349
1718569561460,10,100,100,100,2397
1718569575920,10,100,100,100,2361
1718569590468,10,100,100,100,2186
1718569604908,10,100,100,100,2365
1718569619132,10,100,100,100,2399
1718569634780,10,100,100,100,2198
1718569649860,10,100,100,100,2222
1718569664396,10,100,100,100,2602
1718569678640,10,100,100,100,2376
1718569693284,10,100,100,100,2245
1718569709340,11,100,100,100,2133
1718569723616,11,100,100,100,2063
1718569737420,11,100,100,100,2208
1718569751684,11,100,100,100,2074
1718569766080,11,100,100,100,2099
1718569780831,11,100,100,100,2141
1718569795052,11,100,100,100,2188
1718569809268,11,100,100,100,2073
1718569824284,11,100,100,100,2359
1718569839500,11,100,100,100,2075
1718569854848,11,100,100,100,2125
1718569869196,11,100,100,100,2280
1718569885264,11,100,100,100,2226
1718569900608,11,100,100,100,2062
1718569915172,11,100,100,100,2146
1718569929580,11,100,100,100,2168
1718569943832,11,100,100,100,2079
1718569958080,11,100,100,100,2199
1718569972508,11,100,100,100,2072
1718569986648,11,100,100,100,2298
1718570002192,11,100,100,100,2028
1718570016540,11,100,100,100,2662
1718570031180,11,100,100,100,2049
1718570045320,11,100,100,100,2133
1718570060464,11,100,100,100,2134
1718570075452,11,100,100,100,2103
1718570090416,11,100,100,100,2032
1718570105188,11,100,100,100,2083
1718570119948,11,100,100,100,2143
1718570134616,11,100,100,100,2119
1718570149348,11,100,100,100,2010
1718570163272,11,100,100,100,2109
1718570178012,11,100,100,100,2198
1718570192368,11,100,100,100,2050
1718570206800,11,100,100,100,2168
1718570221048,11,100,100,100,2218
1718570235780,11,100,100,100,2336
1718570250516,11,100,100,100,2068
1718570265496,11,100,100,100,2191
1718570280032,11,100,100,100,2058
1718570294352,11,100,100,100,2096
1718570309604,11,100,100,100,2185
1718570324268,11,100,100,100,2088
1718570338852,11,100,100,100,2072
1718570353348,11,100,100,100,2094
1718570370208,11,100,100,100,2342
1718570385296,11,100,100,100,2146
1718570399632,11,100,100,100,2117
1718570414360,11,100,100,100,2047
1718570429132,11,100,100,100,2154
1718570443777,11,100,100,100,2063
1718570458768,11,100,100,100,2188
1718570473152,11,100,100,100,2269
1718570487976,11,100,100,100,2255
1718570502732,11,100,100,100,2263
1718570517160,11,100,100,100,2199
1718570532040,11,100,100,100,2146
1718570546852,11,100,100,100,2262
1718570561908,11,100,100,100,2316
1718570576816,11,100,100,100,2245
1718570591616,11,100,100,100,2876
1718570607380,11,100,100,100,2218
1718570622312,11,100,100,100,2168
1718570637224,11,100,100,100,2144
1718570651632,11,100,100,100,2120
1718570666252,11,100,100,100,2178
1718570681296,11,100,100,100,2144
1718570695948,11,100,100,100,2071
1718570710688,11,100,100,100,2104
1718570725328,11,100,100,100,2050
1718570739692,11,100,100,100,2173
1718570755344,11,100,100,100,2088
1718570769660,11,100,100,100,2047
1718570784536,11,100,100,100,2196
1718570799168,11,100,100,100,2087
1718570813724,11,100,100,100,2187
1718570828436,11,100,100,100,2062
1718570842988,11,100,100,100,2039
1718570857720,11,100,100,100,2060
1718570872400,11,100,100,100,2117
1718570887644,11,100,100,100,2076
1718570902460,11,100,100,100,2146
1718570917236,11,100,100,100,2660
1718570932940,11,100,100,100,2230
1718570948556,11,100,100,100,2159
1718570963408,11,100,100,100,2094
1718570978240,11,100,100,100,2160
1718570993420,11,100,100,100,2205
1718571009616,11,100,100,100,2198
1718571024840,11,100,100,100,2108
1718571039996,11,100,100,100,2083
1718571055064,11,100,100,100,2262
1718571069692,11,100,100,100,2063
1718571084356,11,100,100,100,2158
1718571099713,11,100,100,100,2067
1718571114956,11,100,100,100,2114
1718571129688,11,100,100,100,2188
1718571144864,11,100,100,100,2156
1718571160344,11,100,100,100,2196
1718571175484,11,100,100,100,2066
1718571190416,12,100,100,100,2031
1718571206072,12,100,100,100,2071
1718571220767,12,100,100,100,2025
1718571235456,12,100,100,100,2001
1718571250388,12,100,100,100,2082
1718571265352,12,100,100,100,2081
1718571280116,12,100,100,100,1875
1718571294912,12,100,100,100,1949
1718571309528,12,100,100,100,2075
1718571324916,12,100,100,100,1968
1718571339700,12,100,100,100,1923
1718571358120,12,100,100,100,2138
1718571373204,12,100,100,100,1992
1718571388424,12,100,100,100,2017
1718571403360,12,100,100,100,2052
1718571418208,12,100,100,100,2026
1718571432861,12,100,100,100,1983
1718571447456,12,100,100,100,1941
1718571462524,12,100,100,100,2031
1718571477308,12,100,100,100,2032
1718571492388,12,100,100,100,2011
1718571507464,12,100,100,100,1928
1718571522760,12,100,100,100,1945
1718571537076,12,100,100,100,2092
1718571552252,12,100,100,100,2006
1718571567104,12,100,100,100,2026
1718571582528,12,100,100,100,1962
1718571597020,12,100,100,100,2052
1718571612060,12,100,100,100,1956
1718571626804,12,100,100,100,2016
1718571641696,12,100,100,100,2039
1718571656540,12,100,100,100,1848
1718571671348,12,100,100,100,1902
1718571686728,12,100,100,100,2007
1718571701684,12,100,100,100,1950
1718571716396,12,100,100,100,1910
1718571731108,12,100,100,100,1991
1718571746216,12,100,100,100,2030
1718571760840,12,100,100,100,1970
1718571775984,12,100,100,100,1931
1718571792108,12,100,100,100,2050
1718571806912,12,100,100,100,1977
1718571821760,12,100,100,100,1978
1718571836620,12,100,100,100,1974
1718571851972,12,100,100,100,1917
1718571867484,12,100,100,100,1978
1718571882496,12,100,100,100,2033
1718571899250,12,100,100,100,1977
1718571914233,12,100,100,100,2059
1718571929244,12,100,100,100,1906
1718571944240,12,100,100,100,1923
1718571959488,12,100,100,100,1921
1718571974115,12,100,100,100,1924
1718571989185,12,100,100,100,1962
1718572003996,12,100,100,100,2202
1718572018904,12,100,100,100,1955
1718572033756,12,100,100,100,1864
1718572049188,12,100,100,100,1954
1718572064192,12,100,100,100,2010
1718572079600,12,100,100,100,2057
1718572094900,12,100,100,100,1927
1718572110000,12,100,100,100,2087
1718572125456,12,100,100,100,1903
1718572140440,12,100,100,100,1977
1718572155248,12,100,100,100,2075
1718572170752,12,100,100,100,2015
1718572186164,12,100,100,100,1921
1718572201496,12,100,100,100,2045
1718572216544,12,100,100,100,1860
1718572232480,12,100,100,100,1973
1718572248516,12,100,100,100,1962
1718572264136,12,100,100,100,2025
1718572279592,12,100,100,100,2020
1718572295192,12,100,100,100,2037
1718572311092,12,100,100,100,1898
1718572326300,12,100,100,100,1983
1718572340940,12,100,100,100,2026
1718572355896,12,100,100,100,2555
1718572372716,12,100,100,100,2097
1718572388648,12,100,100,100,1977
1718572404044,12,100,100,100,1970
1718572419688,12,100,100,100,1993
1718572435096,12,100,100,100,2003
1718572451588,12,100,100,100,2063
1718572466816,12,100,100,100,1955
1718572481818,12,100,100,100,2000
1718572497060,12,100,100,100,2126
1718572512472,12,100,100,100,1955
1718572528056,12,100,100,100,2022
1718572543740,12,100,100,100,2283
1718572559844,12,100,100,100,1961
1718572575464,12,100,100,100,1927
1718572591108,12,100,100,100,1832
1718572607396,12,100,100,100,2052
1718572623012,12,100,100,100,2174
1718572638848,12,100,100,100,1981
1718572654320,12,100,100,100,2020
1718572669348,12,100,100,100,1969
1718572684872,12,100,100,100,2026
1718572699984,12,100,100,100,2003
1718575402169,2,250,250,250,28032
1718575439759,2,250,250,250,27785
1718575476947,2,250,250,250,27516
1718575514099,2,250,250,250,27800
1718575551316,2,250,250,250,27330
1718575588335,2,250,250,250,27874
1718575625864,2,250,250,250,27888
1718575663297,2,250,250,250,27498
1718575700717,2,250,250,250,27751
1718575738151,2,250,250,250,28054
1718575776187,2,250,250,250,27771
1718575814441,2,250,250,250,27953
1718575852885,2,250,250,250,27685
1718575890444,2,250,250,250,27785
1718575928355,2,250,250,250,28447
1718575967119,2,250,250,250,27693
1718576004847,2,250,250,250,28145
1718576044024,2,250,250,250,28354
1718576083286,2,250,250,250,27499
1718576121535,2,250,250,250,28489
1718576160599,2,250,250,250,28004
1718576198853,2,250,250,250,27910
1718576237195,2,250,250,250,27937
1718576275348,2,250,250,250,29164
1718576315326,2,250,250,250,34632
1718576360946,2,250,250,250,34600
1718576414656,2,250,250,250,34612
1718576467173,2,250,250,250,35342
1718576521460,2,250,250,250,35210
1718576575787,2,250,250,250,35847
1718576630415,2,250,250,250,35007
1718576684852,2,250,250,250,34106
1718576738348,2,250,250,250,34096
1718576783976,2,250,250,250,34271
1718576829283,2,250,250,250,31081
1718576871221,2,250,250,250,27412
1718576909465,2,250,250,250,28057
1718576948430,2,250,250,250,27779
1718576987082,2,250,250,250,27871
1718577026568,2,250,250,250,28119
1718577066341,2,250,250,250,27660
1718577105824,2,250,250,250,28089
1718577145292,2,250,250,250,27666
1718577184267,2,250,250,250,27899
1718577224040,2,250,250,250,28110
1718577264044,2,250,250,250,28327
1718577303810,2,250,250,250,27979
1718577343391,2,250,250,250,27870
1718577382557,2,250,250,250,27774
1718577421836,2,250,250,250,28491
1718577462635,2,250,250,250,27725
1718577501702,2,250,250,250,27598
1718577540460,2,250,250,250,27809
1718577580786,2,250,250,250,27791
1718577620640,2,250,250,250,27866
1718577660223,2,250,250,250,27616
1718577700207,2,250,250,250,27397
1718577740054,2,250,250,250,28431
1718577780898,2,250,250,250,27798
1718577820075,2,250,250,250,27468
1718577859134,2,250,250,250,27679
1718577897900,2,250,250,250,27911
1718577937266,2,250,250,250,27493
1718577976263,2,250,250,250,27889
1718578016422,2,250,250,250,27389
1718578055597,2,250,250,250,27494
1718578095681,2,250,250,250,33911
1718578141820,2,250,250,250,34235
1718578187976,2,250,250,250,33821
1718578234698,2,250,250,250,34161
1718578280719,2,250,250,250,34507
1718578326756,2,250,250,250,34106
1718578372471,2,250,250,250,30757
1718578414941,2,250,250,250,27590
1718578454290,2,250,250,250,28179
1718578493568,2,250,250,250,27647
1718578532934,2,250,250,250,27915
1718578572519,2,250,250,250,27856
1718578611888,2,250,250,250,28346
1718578652710,2,250,250,250,27920
1718578693311,2,250,250,250,28194
1718578733306,2,250,250,250,28281
1718578773398,2,250,250,250,27802
1718578814111,2,250,250,250,28638
1718578854609,2,250,250,250,27778
1718578893891,2,250,250,250,28049
1718578933465,2,250,250,250,27896
1718578973921,2,250,250,250,27907
1718579013766,2,250,250,250,27993
1718579054305,2,250,250,250,28013
1718579094965,2,250,250,250,27810
1718579134349,2,250,250,250,27576
1718579175253,2,250,250,250,27832
1718579215960,2,250,250,250,33455
1718579261583,2,250,250,250,34028
1718579307723,2,250,250,250,33713
1718579354259,2,250,250,250,33909
1718579400196,2,250,250,250,33844
1718579446117,2,250,250,250,34676
1718579492464,2,250,250,250,30684
1718579535617,3,250,250,250,14340
1718579563318,3,250,250,250,14751
1718579590655,3,250,250,250,14449
1718579617820,3,250,250,250,14551
1718579645144,3,250,250,250,14291
1718579672696,3,250,250,250,14312
1718579699367,3,250,250,250,14384
1718579727172,3,250,250,250,15174
1718579754923,3,250,250,250,14575
1718579781904,3,250,250,250,14443
1718579810017,3,250,250,250,14783
1718579838188,3,250,250,250,14491
1718579866181,3,250,250,250,14559
1718579892970,3,250,250,250,14911
1718579921495,3,250,250,250,14374
1718579948311,3,250,250,250,14521
1718579976332,3,250,250,250,14701
1718580005092,3,250,250,250,14529
1718580033215,3,250,250,250,14703
1718580060909,3,250,250,250,14557
1718580088256,3,250,250,250,16910
1718580119019,3,250,250,250,17987
1718580150710,3,250,250,250,17762
1718580182303,3,250,250,250,17986
1718580212993,3,250,250,250,17858
1718580244770,3,250,250,250,17923
1718580275753,3,250,250,250,18056
1718580307240,3,250,250,250,18122
1718580338620,3,250,250,250,17867
1718580370217,3,250,250,250,17684
1718580401507,3,250,250,250,18714
1718580433295,3,250,250,250,18131
1718580465712,3,250,250,250,17992
1718580497603,3,250,250,250,17450
1718580528084,3,250,250,250,14683
1718580555412,3,250,250,250,14334
1718580582602,3,250,250,250,14455
1718580609591,3,250,250,250,14440
1718580637237,3,250,250,250,14264
1718580664726,3,250,250,250,14546
1718580693050,3,250,250,250,14855
1718580720898,3,250,250,250,14582
1718580748087,3,250,250,250,14532
1718580775379,3,250,250,250,14614
1718580802721,3,250,250,250,15066
1718580831950,3,250,250,250,14350
1718580859450,3,250,250,250,14457
1718580887720,3,250,250,250,14428
1718580915409,3,250,250,250,14555
1718580942613,3,250,250,250,14538
1718580971284,3,250,250,250,14712
1718580999277,3,250,250,250,14493
1718581026886,3,250,250,250,14324
1718581055259,3,250,250,250,14689
1718581084170,3,250,250,250,14443
1718581112072,3,250,250,250,14378
1718581140653,3,250,250,250,14166
1718581169574,3,250,250,250,18296
1718581202201,3,250,250,250,18019
1718581234498,3,250,250,250,18379
1718581266928,3,250,250,250,17939
1718581298089,3,250,250,250,17871
1718581329290,3,250,250,250,18157
1718581360779,3,250,250,250,18325
1718581392361,3,250,250,250,18317
1718581423841,3,250,250,250,18288
1718581456060,3,250,250,250,18132
1718581487741,3,250,250,250,18249
1718581519244,3,250,250,250,18498
1718581552049,3,250,250,250,18022
1718581583133,3,250,250,250,17178
1718581615333,3,250,250,250,14534
1718581642838,3,250,250,250,14433
1718581671418,3,250,250,250,14498
1718581699014,3,250,250,250,14846
1718581728872,3,250,250,250,14581
1718581758163,3,250,250,250,14502
1718581785772,3,250,250,250,14530
1718581813592,3,250,250,250,14364
1718581842556,3,250,250,250,14235
1718581870674,3,250,250,250,14483
1718581899616,3,250,250,250,14800
1718581929207,3,250,250,250,14506
1718581958958,3,250,250,250,14724
1718581988913,3,250,250,250,14966
1718582018830,3,250,250,250,14347
1718582046949,3,250,250,250,14705
1718582075306,3,250,250,250,14819
1718582104144,3,250,250,250,14483
1718582133574,3,250,250,250,14723
1718582161293,3,250,250,250,14292
1718582191080,3,250,250,250,14572
1718582220313,3,250,250,250,14537
1718582250179,3,250,250,250,16867
1718582282171,3,250,250,250,18395
1718582314688,3,250,250,250,18568
1718582348123,3,250,250,250,18064
1718582380959,3,250,250,250,18275
1718582414177,3,250,250,250,18596
1718582446898,3,250,250,250,18419
1718582478712,4,250,250,250,12812
1718582504976,4,250,250,250,13287
1718582533764,4,250,250,250,12862
1718582561768,4,250,250,250,12995
1718582589752,4,250,250,250,12578
1718582617684,4,250,250,250,12520
1718582644720,4,250,250,250,12831
1718582671808,4,250,250,250,12811
1718582699024,4,250,250,250,12714
1718582725668,4,250,250,250,12832
1718582752724,4,250,250,250,12695
1718582779440,4,250,250,250,11677
1718582805776,4,250,250,250,12212
1718582831724,4,250,250,250,10163
1718582855468,4,250,250,250,10228
1718582881252,4,250,250,250,10143
1718582906604,4,250,250,250,10134
1718582932336,4,250,250,250,10343
1718582957876,4,250,250,250,10087
1718582982024,4,250,250,250,10095
1718583006444,4,250,250,250,10178
1718583030880,4,250,250,250,10062
1718583056632,4,250,250,250,10468
1718583081516,4,250,250,250,10279
1718583106360,4,250,250,250,10294
1718583130496,4,250,250,250,10079
1718583155040,4,250,250,250,10256
1718583181412,4,250,250,250,10145
1718583205728,4,250,250,250,10134
1718583231216,4,250,250,250,10005
1718583256768,4,250,250,250,10097
1718583281188,4,250,250,250,10303
1718583305741,4,250,250,250,10094
1718583331612,4,250,250,250,10690
1718583357960,4,250,250,250,10898
1718583384284,4,250,250,250,12513
1718583411272,4,250,250,250,12533
1718583438800,4,250,250,250,12684
1718583465788,4,250,250,250,12240
1718583494508,4,250,250,250,12684
1718583521592,4,250,250,250,12920
1718583549212,4,250,250,250,12665
1718583576204,4,250,250,250,13019
1718583603880,4,250,250,250,12420
1718583631872,4,250,250,250,12715
1718583660052,4,250,250,250,12553
1718583686912,4,250,250,250,13064
1718583715084,4,250,250,250,12659
1718583742672,4,250,250,250,12667
1718583769740,4,250,250,250,12948
1718583797504,4,250,250,250,12797
1718583824680,4,250,250,250,12822
1718583852352,4,250,250,250,12896
1718583879592,4,250,250,250,12669
1718583907209,4,250,250,250,12472
1718583933972,4,250,250,250,12651
1718583961816,4,250,250,250,12316
1718583989008,4,250,250,250,12053
1718584015368,4,250,250,250,11932
1718584041976,4,250,250,250,10252
1718584067844,4,250,250,250,10130
1718584093576,4,250,250,250,10282
1718584119304,4,250,250,250,10299
1718584145956,4,250,250,250,9972
1718584171696,4,250,250,250,10012
1718584197884,4,250,250,250,10367
1718584224196,4,250,250,250,10792
1718584250800,4,250,250,250,10149
1718584277020,4,250,250,250,10228
1718584302924,4,250,250,250,10196
1718584328760,4,250,250,250,10238
1718584354080,4,250,250,250,10158
1718584379947,4,250,250,250,10151
1718584405092,4,250,250,250,10685
1718584433232,4,250,250,250,9936
1718584458376,4,250,250,250,10360
1718584522876,5,250,250,250,9848
1718584548628,5,250,250,250,9465
1718584574336,5,250,250,250,9694
1718584600420,5,250,250,250,9462
1718584626872,5,250,250,250,10146
1718584651800,5,250,250,250,10469
1718584678844,5,250,250,250,10319
1718584704456,5,250,250,250,10970
1718584730152,5,250,250,250,10319
1718584756820,5,250,250,250,10332
1718584781588,5,250,250,250,10537
1718584807404,5,250,250,250,10229
1718584832328,5,250,250,250,10117
1718584858544,5,250,250,250,10171
1718584885716,5,250,250,250,10709
1718584911784,5,250,250,250,10799
1718584937268,5,250,250,250,10484
1718584963044,5,250,250,250,10342
1718584988892,5,250,250,250,10561
1718585014324,5,250,250,250,10632
1718585041508,5,250,250,250,10601
1718585067408,5,250,250,250,10444
1718585094180,5,250,250,250,10659
1718585119908,5,250,250,250,10379
1718585145840,5,250,250,250,10310
1718585171008,5,250,250,250,10322
