ts,size,n,m,p,totaltime
1718585197936,5,250,250,250,10601
1718585224584,5,250,250,250,10771
1718585251604,5,250,250,250,10380
1718585278672,5,250,250,250,9695
1718585304984,5,250,250,250,10393
1718585332208,5,250,250,250,9882
1718585357620,5,250,250,250,9496
1718585383728,5,250,250,250,9531
1718585408260,5,250,250,250,9660
1718585433236,5,250,250,250,9612
1718585459560,5,250,250,250,9458
1718585485864,5,250,250,250,9996
1718585512608,5,250,250,250,9708
1718585539948,5,250,250,250,9802
1718585565124,5,250,250,250,9667
1718585591740,5,250,250,250,9606
1718585616980,5,250,250,250,9448
1718585643120,5,250,250,250,9536
1718585669652,5,250,250,250,10110
1718585696456,5,250,250,250,9718
1718585721692,5,250,250,250,9860
1718585746976,5,250,250,250,9666
1718585774604,5,250,250,250,9461
1718585799732,5,250,250,250,9343
1718585825812,6,250,250,250,7644
1718585849568,6,250,250,250,8211
1718585873408,6,250,250,250,7934
1718585898504,6,250,250,250,7906
1718585922700,6,250,250,250,8022
1718585948080,6,250,250,250,8620
1718585972328,6,250,250,250,8147
1718585997020,6,250,250,250,8830
1718586021768,6,250,250,250,8706
1718586047940,6,250,250,250,8294
1718586073940,6,250,250,250,8696
1718586098192,6,250,250,250,8798
1718586124164,6,250,250,250,9103
1718586152168,6,250,250,250,8429
1718586178200,6,250,250,250,8545
1718586203028,6,250,250,250,8315
1718586230096,6,250,250,250,8004
1718586255316,6,250,250,250,8452
1718586279344,6,250,250,250,8789
1718586305152,6,250,250,250,8515
1718586331072,6,250,250,250,8776
1718586355564,6,250,250,250,8676
1718586381124,6,250,250,250,8390
1718586405672,6,250,250,250,8126
1718586431488,6,250,250,250,8576
1718586457296,6,250,250,250,7769
1718586482216,6,250,250,250,7788
1718586507732,6,250,250,250,8022
1718586532236,6,250,250,250,8166
1718586557432,6,250,250,250,8585
1718586583468,6,250,250,250,8037
1718586607588,6,250,250,250,8330
1718586631632,6,250,250,250,8113
1718586655816,6,250,250,250,8083
1718586681208,6,250,250,250,7798
1718586705024,6,250,250,250,8616
1718586729668,6,250,250,250,8131
1718586755544,6,250,250,250,8411
1718586782028,6,250,250,250,8358
1718586807736,6,250,250,250,8335
1718586832744,6,250,250,250,8368
1718586858824,6,250,250,250,8592
1718586883552,6,250,250,250,8087
1718586908736,6,250,250,250,8032
1718586934408,6,250,250,250,8345
1718586961664,6,250,250,250,8716
1718586987788,6,250,250,250,9675
1718587015172,6,250,250,250,8862
1718587041840,6,250,250,250,8599
1718587067048,6,250,250,250,8238
1718587091604,7,250,250,250,6982
1718587114880,7,250,250,250,7324
1718587141276,7,250,250,250,7089
1718587165908,7,250,250,250,7267
1718587191556,7,250,250,250,7240
1718587217060,7,250,250,250,6793
1718587242012,7,250,250,250,7372
1718587266664,7,250,250,250,6958
1718587290276,7,250,250,250,7730
1718587315828,7,250,250,250,6809
1718587340615,7,250,250,250,7300
1718587365968,7,250,250,250,7126
1718587389672,7,250,250,250,6679
1718587412300,7,250,250,250,6885
1718587436088,7,250,250,250,6916
1718587459436,7,250,250,250,6969
1718587483304,7,250,250,250,6912
1718587506548,7,250,250,250,6695
1718587529760,7,250,250,250,6694
1718587553692,7,250,250,250,6828
1718587577184,7,250,250,250,6841
1718587602644,7,250,250,250,6731
1718587625556,7,250,250,250,6559
1718587650212,7,250,250,250,7560
1718587675984,7,250,250,250,6705
1718587700672,7,250,250,250,7056
1718587726996,7,250,250,250,6823
1718587750908,7,250,250,250,6781
1718587775456,7,250,250,250,6832
1718587798792,7,250,250,250,6744
1718587823280,7,250,250,250,6985
1718587851180,7,250,250,250,6760
1718587876184,7,250,250,250,6877
1718587900640,7,250,250,250,7052
1718587924596,7,250,250,250,6738
1718587950136,7,250,250,250,6759
1718587973948,7,250,250,250,6850
1718587999304,7,250,250,250,7227
1718588023652,7,250,250,250,7228
1718588048952,7,250,250,250,7277
1718588074488,7,250,250,250,7110
1718588099640,7,250,250,250,6931
1718588125540,7,250,250,250,6933
1718588149840,7,250,250,250,6997
1718588173800,7,250,250,250,7027
1718588197448,7,250,250,250,6722
1718588222984,7,250,250,250,7690
1718588247712,7,250,250,250,7041
1718588271540,7,250,250,250,7225
1718588297400,7,250,250,250,7435
1718588321980,8,250,250,250,6460
1718588346589,8,250,250,250,6367
1718588370469,8,250,250,250,7020
1718588396112,8,250,250,250,6555
1718588421584,8,250,250,250,6617
1718588446980,8,250,250,250,6336
1718588470980,8,250,250,250,6544
1718588494612,8,250,250,250,6557
1718588521220,8,250,250,250,6502
1718588546644,8,250,250,250,6741
1718588570969,8,250,250,250,6579
1718588595108,8,250,250,250,6692
1718588619652,8,250,250,250,6585
1718588643360,8,250,250,250,6517
1718588668244,8,250,250,250,6495
1718588692260,8,250,250,250,6582
1718588716072,8,250,250,250,6558
1718588742284,8,250,250,250,6437
1718588767404,8,250,250,250,6650
1718588791328,8,250,250,250,6581
1718588817472,8,250,250,250,6433
1718588844327,8,250,250,250,6485
1718588869380,8,250,250,250,6297
1718588894168,8,250,250,250,6430
1718588919884,8,250,250,250,6297
1718588946580,8,250,250,250,6586
1718588970792,8,250,250,250,6263
1718588994552,8,250,250,250,6454
1718589019080,8,250,250,250,6365
1718589042868,8,250,250,250,6550
1718589069671,8,250,250,250,6583
1718589093484,8,250,250,250,6953
1718589120128,8,250,250,250,6538
1718589144756,8,250,250,250,6451
1718589170932,8,250,250,250,6475
1718589197464,8,250,250,250,6514
1718589222364,8,250,250,250,6499
1718589246356,8,250,250,250,6323
1718589270832,8,250,250,250,7049
1718589295424,8,250,250,250,6450
1718589321500,8,250,250,250,6831
1718589345832,8,250,250,250,6611
1718589371976,8,250,250,250,6408
1718589398362,8,250,250,250,6485
1718589422392,8,250,250,250,6414
1718589448156,8,250,250,250,6971
1718589475268,8,250,250,250,6741
1718589499764,8,250,250,250,6699
1718589525156,8,250,250,250,6566
1718589549112,8,250,250,250,6354
1718589575376,9,250,250,250,8756
1718589602783,9,250,250,250,8692
1718589631480,9,250,250,250,7798
1718589659724,9,250,250,250,8726
1718589686808,9,250,250,250,7655
1718589714348,9,250,250,250,8782
1718589743629,9,250,250,250,8200
1718589770824,9,250,250,250,9624
1718589800536,9,250,250,250,8627
1718589828092,9,250,250,250,8798
1718589855120,9,250,250,250,8136
1718589883604,9,250,250,250,9103
1718589912476,9,250,250,250,8311
1718589941740,9,250,250,250,9459
1718589969376,9,250,250,250,7386
1718589994904,9,250,250,250,9785
1718590026208,9,250,250,250,8633
1718590053352,9,250,250,250,9767
1718590081620,9,250,250,250,8376
1718590111004,9,250,250,250,8245
1718590138000,9,250,250,250,8018
1718590165692,9,250,250,250,7479
1718590192304,9,250,250,250,8581
1718590220799,9,250,250,250,7383
1718590246816,9,250,250,250,7832
1718590272900,9,250,250,250,7435
1718590299540,9,250,250,250,8872
1718590329732,9,250,250,250,8498
1718590356660,9,250,250,250,8618
1718590386972,9,250,250,250,7793
1718590413612,9,250,250,250,8500
1718590442472,9,250,250,250,7967
1718590469336,9,250,250,250,8657
1718590498616,9,250,250,250,8640
1718590526660,9,250,250,250,9322
1718590555939,9,250,250,250,8599
1718590585540,9,250,250,250,7425
1718590613876,9,250,250,250,9576
1718590644272,9,250,250,250,9857
1718590675112,9,250,250,250,7903
1718590701884,9,250,250,250,7500
1718590731448,9,250,250,250,7305
1718590757768,9,250,250,250,8387
1718590784727,9,250,250,250,8661
1718590814300,9,250,250,250,7205
1718590842956,9,250,250,250,8223
1718590870328,9,250,250,250,7854
1718590898576,9,250,250,250,7457
1718590928152,9,250,250,250,9391
1718590958083,9,250,250,250,7235
1718590984880,10,250,250,250,6717
1718591010884,10,250,250,250,6659
1718591036412,10,250,250,250,7409
1718591062108,10,250,250,250,7404
1718591088816,10,250,250,250,7197
1718591115084,10,250,250,250,6957
1718591140252,10,250,250,250,6824
1718591168584,10,250,250,250,6900
1718591194704,10,250,250,250,6626
1718591220312,10,250,250,250,6888
1718591247136,10,250,250,250,7171
1718591273880,10,250,250,250,6870
1718591301280,10,250,250,250,7417
1718591329560,10,250,250,250,6946
1718591355480,10,250,250,250,7010
1718591382400,10,250,250,250,6883
1718591408036,10,250,250,250,7321
1718591435412,10,250,250,250,7390
1718591462402,10,250,250,250,7045
1718591488576,10,250,250,250,6862
1718591517236,10,250,250,250,6940
1718591543180,10,250,250,250,6806
1718591568752,10,250,250,250,7152
1718591596524,10,250,250,250,6884
1718591622800,10,250,250,250,7027
1718591650360,10,250,250,250,6907
1718591677512,10,250,250,250,7117
1718591705552,10,250,250,250,6975
1718591732284,10,250,250,250,7230
1718591761080,10,250,250,250,7484
1718591788820,10,250,250,250,7973
1718591818400,10,250,250,250,7380
1718591845972,10,250,250,250,7049
1718591871824,10,250,250,250,6954
1718591898488,10,250,250,250,6971
1718591925488,10,250,250,250,7066
1718591952340,10,250,250,250,7106
1718591979696,10,250,250,250,7296
1718592008697,10,250,250,250,7424
1718592039365,10,250,250,250,7307
1718592066960,10,250,250,250,7339
1718592096848,10,250,250,250,7633
1718592126080,10,250,250,250,7057
1718592152876,10,250,250,250,7673
1718592182272,10,250,250,250,7354
1718592210268,10,250,250,250,6917
1718592239016,10,250,250,250,7126
1718592266948,10,250,250,250,6984
1718592295232,10,250,250,250,6933
1718592323700,10,250,250,250,7392
1718592352324,11,250,250,250,6900
1718592380732,11,250,250,250,6492
1718592409524,11,250,250,250,6728
1718592438600,11,250,250,250,6649
1718592466880,11,250,250,250,7050
1718592495772,11,250,250,250,6638
1718592524456,11,250,250,250,6603
1718592551728,11,250,250,250,6414
1718592579932,11,250,250,250,6716
1718592608268,11,250,250,250,6610
1718592637252,11,250,250,250,6807
1718592665540,11,250,250,250,6625
1718592692636,11,250,250,250,6871
1718592722328,11,250,250,250,6462
1718592749312,11,250,250,250,6453
1718592777672,11,250,250,250,6565
1718592805788,11,250,250,250,6929
1718592833600,11,250,250,250,6730
1718592861188,11,250,250,250,6443
1718592891340,11,250,250,250,6780
1718592919804,11,250,250,250,6690
1718592946916,11,250,250,250,6655
1718592975760,11,250,250,250,6809
1718593004412,11,250,250,250,6769
1718593031728,11,250,250,250,7590
1718593059848,11,250,250,250,6858
1718593087452,11,250,250,250,6548
1718593115048,11,250,250,250,6832
1718593143540,11,250,250,250,6680
1718593171676,11,250,250,250,6564
1718593200068,11,250,250,250,6574
1718593227896,11,250,250,250,6829
1718593255720,11,250,250,250,6756
1718593283008,11,250,250,250,6676
1718593311396,11,250,250,250,6708
1718593339172,11,250,250,250,7571
1718593372216,11,250,250,250,6632
1718593400204,11,250,250,250,8512
1718593435180,11,250,250,250,6575
1718593463892,11,250,250,250,6974
1718593493236,11,250,250,250,6700
1718593520968,11,250,250,250,6782
1718593549904,11,250,250,250,6684
1718593577974,11,250,250,250,6617
1718593607652,11,250,250,250,7693
1718593636740,11,250,250,250,6751
1718593665108,11,250,250,250,6793
1718593693140,11,250,250,250,6705
1718593721320,11,250,250,250,6590
1718593748772,11,250,250,250,6878
1718593778583,12,250,250,250,6538
1718593807232,12,250,250,250,6168
1718593836028,12,250,250,250,6312
1718593864620,12,250,250,250,6104
1718593893784,12,250,250,250,6394
1718593921588,12,250,250,250,6261
1718593949896,12,250,250,250,7034
1718593978356,12,250,250,250,6219
1718594006092,12,250,250,250,6601
1718594034896,12,250,250,250,6035
1718594062940,12,250,250,250,6095
1718594091556,12,250,250,250,6244
1718594119532,12,250,250,250,5991
1718594147632,12,250,250,250,6215
1718594175092,12,250,250,250,6256
1718594202996,12,250,250,250,6054
1718594231996,12,250,250,250,6317
1718594261464,12,250,250,250,6280
1718594289121,12,250,250,250,6354
1718594319844,12,250,250,250,6790
1718594349180,12,250,250,250,6023
1718594377968,12,250,250,250,6024
1718594405876,12,250,250,250,6068
1718594434048,12,250,250,250,6344
1718594462296,12,250,250,250,6351
1718594490144,12,250,250,250,6766
1718594519920,12,250,250,250,6217
1718594548804,12,250,250,250,6138
1718594577900,12,250,250,250,6349
1718594605711,12,250,250,250,6249
1718594633948,12,250,250,250,6260
1718594663016,12,250,250,250,6301
1718594691896,12,250,250,250,6054
1718594719720,12,250,250,250,5983
1718594749360,12,250,250,250,6485
1718594778036,12,250,250,250,6207
1718594807576,12,250,250,250,6289
1718594835528,12,250,250,250,6310
1718594865108,12,250,250,250,6651
1718594893576,12,250,250,250,6305
1718594923144,12,250,250,250,6103
1718594950720,12,250,250,250,6231
1718594979076,12,250,250,250,6256
1718595007040,12,250,250,250,6085
1718595035260,12,250,250,250,5950
1718595063216,12,250,250,250,6196
1718595091657,12,250,250,250,5881
1718595120304,12,250,250,250,6203
1718595148636,12,250,250,250,6031
1718595177868,12,250,250,250,6076
1719128978252,2,500,500,500,190126
1719129187394,2,500,500,500,188730
1719129395535,2,500,500,500,190740
1719129605970,2,500,500,500,194336
1719129819767,2,500,500,500,197286
1719130040840,2,500,500,500,199565
1719130259453,2,500,500,500,197536
1719130480232,2,500,500,500,193873
1719130693841,2,500,500,500,188883
1719130902239,2,500,500,500,193231
1719131114634,2,500,500,500,192257
1719131326632,2,500,500,500,197669
1719131544250,2,500,500,500,188504
1719131753416,2,500,500,500,184741
1719131959860,2,500,500,500,186266
1719132166673,2,500,500,500,191471
1719132380082,2,500,500,500,193825
1719132594499,2,500,500,500,198099
1719132813957,2,500,500,500,194100
1719133029104,2,500,500,500,201520
1719133251412,2,500,500,500,198243
1719133471337,2,500,500,500,192171
1719133685178,2,500,500,500,199893
1719133906672,2,500,500,500,198352
1719134125909,2,500,500,500,198327
1719134344552,2,500,500,500,198029
1719134563473,2,500,500,500,199127
1719134784868,2,500,500,500,199345
1719135007380,2,500,500,500,198757
1719135228553,2,500,500,500,190767
1719135441249,3,500,500,500,92632
1719135557358,3,500,500,500,100093
1719135678489,3,500,500,500,99346
1719135800152,3,500,500,500,100961
1719135922173,3,500,500,500,100320
1719136044683,3,500,500,500,100578
1719136167448,3,500,500,500,101526
1719136291355,3,500,500,500,100964
1719136414138,3,500,500,500,102058
1719136538519,3,500,500,500,101447
1719136663448,3,500,500,500,101666
1719136788098,3,500,500,500,100109
1719136911705,3,500,500,500,101954
1719137037050,3,500,500,500,101059
1719137162793,3,500,500,500,100645
1719137284328,3,500,500,500,100171
1719137406785,3,500,500,500,100767
1719137530084,3,500,500,500,99736
1719137652762,3,500,500,500,101417
1719137776560,3,500,500,500,100707
1719137898928,3,500,500,500,99875
1719138021004,3,500,500,500,99116
1719138143032,3,500,500,500,101284
1719138268021,3,500,500,500,99949
1719138390550,3,500,500,500,100961
1719138515372,3,500,500,500,99549
1719138638465,3,500,500,500,101769
1719138762373,3,500,500,500,100705
1719138884738,3,500,500,500,102017
1719139010262,3,500,500,500,101196
1719139133779,4,500,500,500,68785
1719139224411,4,500,500,500,67665
1719139313791,4,500,500,500,69554
1719139406383,4,500,500,500,67579
1719139496175,4,500,500,500,69186
1719139587535,4,500,500,500,67874
1719139677727,4,500,500,500,71060
1719139773091,4,500,500,500,66777
1719139863591,4,500,500,500,69525
1719139956707,4,500,500,500,67747
1719140047195,4,500,500,500,69948
1719140140300,4,500,500,500,67596
1719140231203,4,500,500,500,69546
1719140324411,4,500,500,500,67770
1719140414823,4,500,500,500,69919
1719140507919,4,500,500,500,68247
1719140600160,4,500,500,500,69233
1719140692807,4,500,500,500,67721
1719140783255,4,500,500,500,69336
1719140875127,4,500,500,500,68117
1719140965732,4,500,500,500,69646
1719141059251,4,500,500,500,67734
1719141149951,4,500,500,500,68989
1719141241419,4,500,500,500,67656
1719141331719,4,500,500,500,68179
1719141422163,4,500,500,500,67973
1719141513475,4,500,500,500,67289
1719141604968,4,500,500,500,68378
1719141696467,4,500,500,500,67452
1719141788070,4,500,500,500,67661
1719141879159,5,500,500,500,53030
1719141956075,5,500,500,500,52948
1719142033340,5,500,500,500,52676
1719142110072,5,500,500,500,52922
1719142185951,5,500,500,500,52337
1719142263360,5,500,500,500,52080
1719142340344,5,500,500,500,53433
1719142419840,5,500,500,500,54002
1719142497756,5,500,500,500,53214
1719142577027,5,500,500,500,53347
1719142654223,5,500,500,500,56876
1719142738624,5,500,500,500,53419
1719142816432,5,500,500,500,52220
1719142893509,5,500,500,500,53432
1719142971772,5,500,500,500,51963
1719143048995,5,500,500,500,53087
1719143128567,5,500,500,500,55439
1719143209035,5,500,500,500,54446
1719143288407,5,500,500,500,52744
1719143367352,5,500,500,500,53127
1719143445548,5,500,500,500,53183
1719143524332,5,500,500,500,52767
1719143602264,5,500,500,500,52858
1719143680943,5,500,500,500,52381
1719143758827,5,500,500,500,52692
1719143836756,5,500,500,500,52935
1719143912743,5,500,500,500,53253
1719143992232,5,500,500,500,55717
1719144072788,5,500,500,500,53350
1719144151532,5,500,500,500,54557
1719144232584,6,500,500,500,42752
1719144303376,6,500,500,500,44404
1719144376656,6,500,500,500,43009
1719144446067,6,500,500,500,43815
1719144516312,6,500,500,500,45813
1719144587999,6,500,500,500,44170
1719144656704,6,500,500,500,44173
1719144726912,6,500,500,500,44015
1719144797527,6,500,500,500,43290
1719144867167,6,500,500,500,43823
1719144936684,6,500,500,500,44044
1719145007976,6,500,500,500,42742
1719145077235,6,500,500,500,42952
1719145147668,6,500,500,500,43978
1719145218980,6,500,500,500,43369
1719145290807,6,500,500,500,44382
1719145360643,6,500,500,500,44018
1719145430279,6,500,500,500,43471
1719145498895,6,500,500,500,43434
1719145570155,6,500,500,500,43247
1719145640531,6,500,500,500,42474
1719145708611,6,500,500,500,42616
1719145777319,6,500,500,500,44097
1719145847059,6,500,500,500,42653
1719145915143,6,500,500,500,44809
1719145985911,6,500,500,500,44341
1719146057695,6,500,500,500,44600
1719146128367,6,500,500,500,43383
1719146198087,6,500,500,500,43251
1719146267927,6,500,500,500,44838
1719146340024,7,500,500,500,37901
1719146404015,7,500,500,500,37311
1719146468027,7,500,500,500,38834
1719146533367,7,500,500,500,37362
1719146596540,7,500,500,500,38185
1719146660555,7,500,500,500,37304
1719146723923,7,500,500,500,37663
1719146788864,7,500,500,500,37872
1719146854684,7,500,500,500,37002
1719146917764,7,500,500,500,39468
1719146984112,7,500,500,500,39380
1719147049768,7,500,500,500,38912
1719147115704,7,500,500,500,37307
1719147182779,7,500,500,500,38544
1719147248924,7,500,500,500,37256
1719147312527,7,500,500,500,37604
1719147376731,7,500,500,500,37706
1719147441655,7,500,500,500,36926
1719147505956,7,500,500,500,37584
1719147569727,7,500,500,500,38355
1719147635811,7,500,500,500,37892
1719147703072,7,500,500,500,38841
1719147769751,7,500,500,500,38902
1719147836104,7,500,500,500,37880
1719147902136,7,500,500,500,38108
1719147967920,7,500,500,500,37451
1719148033128,7,500,500,500,37633
1719148097708,7,500,500,500,37547
1719148164499,7,500,500,500,37950
1719148230555,7,500,500,500,39459
1719148297124,8,500,500,500,34071
1719148358263,8,500,500,500,34366
1719148420108,8,500,500,500,34308
1719148483999,8,500,500,500,34612
1719148546075,8,500,500,500,33684
1719148607295,8,500,500,500,34599
1719148670067,8,500,500,500,32747
1719148729832,8,500,500,500,32925
1719148789984,8,500,500,500,35448
1719148853480,8,500,500,500,32636
1719148915523,8,500,500,500,34739
1719148977275,8,500,500,500,33633
1719149037887,8,500,500,500,34221
1719149101191,8,500,500,500,32095
1719149160647,8,500,500,500,33667
1719149222112,8,500,500,500,33668
1719149285904,8,500,500,500,33172
1719149346936,8,500,500,500,33491
1719149408579,8,500,500,500,34710
1719149472484,8,500,500,500,34444
1719149553688,8,500,500,500,34514
1719149619824,8,500,500,500,35566
1719149686035,8,500,500,500,34849
1719149752951,8,500,500,500,34506
1719149819524,8,500,500,500,33237
1719149884355,8,500,500,500,35177
1719149951315,8,500,500,500,33952
1719150017564,8,500,500,500,33389
1719150082479,8,500,500,500,31828
1719150146368,8,500,500,500,34754
1719150212652,9,500,500,500,35641
1719150280019,9,500,500,500,36071
1719150347804,9,500,500,500,35328
1719150415040,9,500,500,500,36323
1719150484423,9,500,500,500,35459
1719150552108,9,500,500,500,35593
1719150619805,9,500,500,500,36204
1719150688111,9,500,500,500,36632
1719150757028,9,500,500,500,37147
1719150826363,9,500,500,500,37634
1719150896495,9,500,500,500,37346
1719150966983,9,500,500,500,37019
1719151036683,9,500,500,500,36243
1719151107335,9,500,500,500,37039
1719151178327,9,500,500,500,36019
1719151248043,9,500,500,500,35651
1719151317983,9,500,500,500,37815
1719151389768,9,500,500,500,35391
1719151458624,9,500,500,500,35110
1719151525679,9,500,500,500,34184
1719151593040,9,500,500,500,35944
1719151661951,9,500,500,500,35797
1719151730143,9,500,500,500,37461
1719151800411,9,500,500,500,35243
1719151868299,9,500,500,500,35613
1719151938452,9,500,500,500,35748
1719152008919,9,500,500,500,36946
1719152079900,9,500,500,500,37056
1719152151967,9,500,500,500,36280
1719152221087,9,500,500,500,36653
1719152292803,10,500,500,500,33209
1719152360251,10,500,500,500,32715
1719152427043,10,500,500,500,33585
1719152495039,10,500,500,500,33096
1719152562571,10,500,500,500,32895
1719152632112,10,500,500,500,33077
1719152702047,10,500,500,500,32041
1719152771483,10,500,500,500,34660
1719152843560,10,500,500,500,31993
1719152913183,10,500,500,500,35010
1719152988999,10,500,500,500,33194
1719153058183,10,500,500,500,38836
1719153136287,10,500,500,500,33231
1719153212683,10,500,500,500,32154
1719153283027,10,500,500,500,31951
1719153352627,10,500,500,500,33690
1719153423860,10,500,500,500,33073
1719153496743,10,500,500,500,32877
1719153568315,10,500,500,500,32497
1719153640295,10,500,500,500,32835
1719153710630,10,500,500,500,33682
1719153781812,10,500,500,500,33172
1719153854979,10,500,500,500,34734
1719153928463,10,500,500,500,34807
1719154000751,10,500,500,500,32544
1719154070691,10,500,500,500,32149
1719154143703,10,500,500,500,32566
1719154214708,10,500,500,500,32196
1719154283987,10,500,500,500,32277
1719154354431,10,500,500,500,31810
1719154424280,11,500,500,500,32076
1719154494815,11,500,500,500,32339
1719154568795,11,500,500,500,30189
1719154653981,11,500,500,500,31200
1719154726059,11,500,500,500,32120
1719154797127,11,500,500,500,33788
1719154869035,11,500,500,500,32054
1719154941403,11,500,500,500,31686
1719155012287,11,500,500,500,33343
1719155084595,11,500,500,500,32960
1719155156647,11,500,500,500,33780
1719155229820,11,500,500,500,33912
1719155302912,11,500,500,500,32380
1719155374687,11,500,500,500,32058
1719155445231,11,500,500,500,32354
1719155516719,11,500,500,500,32571
1719155587671,11,500,500,500,31774
1719155660447,11,500,500,500,32152
1719155732984,11,500,500,500,31018
1719155805163,11,500,500,500,33820
1719155877562,11,500,500,500,32016
1719155949039,11,500,500,500,31754
1719156020462,11,500,500,500,31111
1719156106344,11,500,500,500,31648
1719156182215,11,500,500,500,32818
1719156255299,11,500,500,500,34169
1719156328479,11,500,500,500,32412
1719156400947,11,500,500,500,32484
1719156472619,11,500,500,500,32963
1719156546539,11,500,500,500,34722
1719156621743,12,500,500,500,36144
1719156697559,12,500,500,500,29483
1719156771020,12,500,500,500,29924
1719156842395,12,500,500,500,29110
1719156911000,12,500,500,500,29577
1719156981251,12,500,500,500,29305
1719157051091,12,500,500,500,29114
1719157121879,12,500,500,500,30240
1719157190051,12,500,500,500,29119
1719157258551,12,500,500,500,28556
1719157325239,12,500,500,500,29022
1719157394527,12,500,500,500,30263
1719157463463,12,500,500,500,29382
1719157531147,12,500,500,500,29648
1719157603179,12,500,500,500,30585
1719157677475,12,500,500,500,30901
1719157749471,12,500,500,500,31004
1719157820419,12,500,500,500,31456
1719157893323,12,500,500,500,33446
1719157967583,12,500,500,500,31021
1719158039451,12,500,500,500,30814
1719158113491,12,500,500,500,31468
1719158186743,12,500,500,500,36738
1719158276391,12,500,500,500,30057
1719158348919,12,500,500,500,30236
1719158421107,12,500,500,500,30896
1719158495873,12,500,500,500,28978
1719158567855,12,500,500,500,29934
1719158642447,12,500,500,500,30074
1719158715304,12,500,500,500,29319
